sample,DDX11L1,WASH7P,MIR6859-1,MIR1302-2HG,FAM138A,OR4G4P,OR4G11P,OR4F5,RP11-34P13.7,CICP27,tissue_type
GTEX-13X6I-0011-R3b-SM-5P9HM,0.0,1.4809999999999999,0.0,0.0,0.01899,0.08265,0.09848,0.3782,0.01125,0.0,Anterior cingulate cortex (BA24) 
GTEX-13X6I-0011-R4b-SM-5PNU9,0.0,1.946,0.0,0.0,0.0,0.04333,0.03872,0.8327,0.03539,0.01051,Amygdala 
GTEX-13X6I-0011-R5a-SM-5PNWW,0.0,1.963,0.0,0.0,0.026080000000000002,0.07568,0.06763,0.2424,0.01545,0.0,Caudate (basal ganglia) 
GTEX-13X6I-0011-R7b-SM-5PNWP,0.02119,0.9655,0.0,0.0423,0.03005,0.04361,0.0,0.439,0.0,0.021159999999999998,Putamen (basal ganglia) 
GTEX-13X6I-0011-R8a-SM-5PNZF,0.0,1.449,0.0,0.0,0.0,0.07808,0.09303,0.5239,0.01063,0.018940000000000002,Hypothalamus 
GTEX-13X6I-0011-R9b-SM-5PNZJ,0.0,2.474,0.0,0.05161,0.0,0.0266,0.02377,0.8033,0.021730000000000003,0.006455,Spinal cord (cervical c-1) 
GTEX-13X6I-2926-SM-5Q5C3,0.03692,5.912000000000001,0.0,0.0,0.0,0.07599,0.0,0.3476,0.0,0.055310000000000005,Cerebellum 
GTEX-13X6J-0011-R10b-SM-5PNWA,0.0,1.605,0.0,0.0,0.0,0.04161,0.07436,0.03807,0.05097,0.0,Frontal Cortex (BA9) 
GTEX-13X6J-0011-R11a-SM-5P9HE,0.01545,6.981,0.0,0.0,0.0,0.06361,0.028419999999999997,0.0291,0.01299,0.0,Cerebellar Hemisphere 
GTEX-13X6J-0011-R3b-SM-5P9K5,0.0,1.6780000000000002,0.0,0.0,0.0,0.029160000000000002,0.052110000000000004,0.026680000000000002,0.0,0.0,Anterior cingulate cortex (BA24) 
GTEX-13X6J-0011-R4b-SM-5P9K4,0.0,1.6909999999999998,0.0,0.0,0.0,0.027000000000000003,0.04825,0.09882,0.0,0.006551,Amygdala 
GTEX-13X6J-0011-R5b-SM-5PNWT,0.0,1.821,0.3951,0.031030000000000002,0.0,0.0,0.02858,0.058539999999999995,0.0,0.015519999999999999,Caudate (basal ganglia) 
GTEX-13X6J-0011-R6a-SM-5PNUB,0.0,1.504,0.0,0.142,0.0,0.0,0.0,0.03348,0.01494,0.017759999999999998,Nucleus accumbens (basal ganglia) 
GTEX-13X6J-0011-R7b-SM-5PNUC,0.0,1.841,0.0,0.0,0.0,0.03507,0.0,0.03209,0.0,0.0,Putamen (basal ganglia) 
GTEX-13X6J-0011-R8b-SM-5PNUA,0.01694,2.559,0.0,0.03383,0.024030000000000003,0.03488,0.062329999999999997,0.0,0.028489999999999998,0.0,Hypothalamus 
GTEX-13X6J-2926-SM-7EPGP,0.0,6.61,0.0,0.05279,0.0375,0.0,0.0,0.0,0.1111,0.01321,Cerebellum 
GTEX-13X6J-3026-SM-5Q5CU,0.0,2.805,0.0,0.03117,0.02214,0.0964,0.057429999999999995,0.147,0.0,0.015590000000000001,Cortex 
GTEX-13X6K-0011-R10a-SM-5P9JR,0.0391,2.418,0.0,0.03903,0.0,0.0,0.03596,0.0,0.01643,0.019530000000000002,Frontal Cortex (BA9) 
GTEX-13X6K-0011-R11a-SM-5P9F5,0.0,3.8739999999999997,0.0,0.04401,0.0,0.0,0.0,0.1245,0.01853,0.011009999999999999,Cerebellar Hemisphere 
GTEX-13X6K-0011-R2b-SM-5P9K3,0.0,1.3619999999999999,0.0,0.025789999999999997,0.0,0.1064,0.02376,0.1216,0.07601000000000001,0.0129,Substantia nigra 
GTEX-13X6K-0011-R3b-SM-5PNUD,0.0,1.732,0.0,0.0,0.0,0.0,0.0,0.05011,0.0,0.0,Anterior cingulate cortex (BA24) 
GTEX-13X6K-0011-R4b-SM-5P9HO,0.0,0.8431,0.0,0.06256,0.0,0.0,0.019209999999999998,0.01967,0.01756,0.01043,Amygdala 
GTEX-13X6K-0011-R5b-SM-5PNUE,0.0,2.75,0.0,0.03731,0.0,0.0,0.0,0.0704,0.03142,0.01867,Caudate (basal ganglia) 
GTEX-13X6K-0011-R6a-SM-5P9K6,0.0,2.3209999999999997,0.0,0.0,0.0,0.0,0.029019999999999997,0.05943,0.05304,0.02364,Nucleus accumbens (basal ganglia) 
GTEX-13X6K-0011-R7b-SM-5P9K7,0.0,1.247,0.0,0.0,0.01345,0.1171,0.03487,0.035710000000000006,0.007968000000000001,0.0047350000000000005,Putamen (basal ganglia) 
GTEX-13X6K-0011-R8b-SM-5PNZ4,0.0,1.9269999999999998,0.0,0.0356,0.0,0.03671,0.0,0.06717000000000001,0.01499,0.03562,Hypothalamus 
GTEX-13X6K-2826-SM-5O9DS,0.01995,3.739,0.0,0.0,0.02829,0.0,0.1467,0.03757,0.1006,0.059770000000000004,Cerebellum 
GTEX-13X6K-2926-SM-5Q5D5,0.01709,2.247,0.0,0.03412,0.0,0.0,0.06287000000000001,0.0,0.043089999999999996,0.051210000000000006,Cortex 
GTEX-1445S-0011-R10a-SM-5PNWB,0.0,0.8824,0.0,0.04365,0.0,0.045,0.04021,0.0,0.0,0.04367,Frontal Cortex (BA9) 
GTEX-1445S-0011-R2b-SM-5PNUH,0.0,1.341,0.0,0.0,0.02562,0.03719,0.06646,0.1361,0.0,0.02707,Substantia nigra 
GTEX-1445S-0011-R3a-SM-5P9HY,0.0,0.6177,0.0,0.02203,0.0,0.06813,0.04059,0.1247,0.009273,0.00551,Anterior cingulate cortex (BA24) 
GTEX-1445S-0011-R4a-SM-5PNWN,0.01782,1.276,0.0,0.03559,0.0,0.07338,0.09835,0.1007,0.029960000000000004,0.05341,Amygdala 
GTEX-1445S-0011-R5a-SM-5PNUS,0.014280000000000001,1.078,0.0,0.0,0.02025,0.0,0.052520000000000004,0.053779999999999994,0.024,0.01426,Caudate (basal ganglia) 
GTEX-1445S-0011-R6b-SM-5PNUF,0.029580000000000002,0.8088,0.0,0.02953,0.0,0.0,0.02721,0.1114,0.0,0.036930000000000004,Nucleus accumbens (basal ganglia) 
GTEX-1445S-0011-R7b-SM-5PNUG,0.0,1.054,0.0,0.06737,0.02393,0.034730000000000004,0.062060000000000004,0.03178,0.014180000000000002,0.01685,Putamen (basal ganglia) 
GTEX-1445S-0011-R8a-SM-5PNWX,0.0,1.262,0.0,0.0,0.0,0.06878,0.04098,0.1469,0.009363,0.038939999999999995,Hypothalamus 
GTEX-1445S-3026-SM-5O9BR,0.01319,1.768,0.0,0.026330000000000003,0.03741,0.1357,0.07277,0.1987,0.04434,0.01317,Cortex 
GTEX-144FL-3026-SM-5O99C,0.0,3.654,0.0,0.0,0.0,0.044789999999999996,0.08004,0.0,0.0,0.07606,Cortex 
GTEX-144GL-0011-R11b-SM-5P9F6,0.0,8.656,0.0,0.0,0.0,0.08474,0.1136,0.1163,0.051910000000000005,0.0,Cerebellar Hemisphere 
GTEX-144GL-0011-R1a-SM-5PNZ5,0.013609999999999999,1.754,0.0,0.054329999999999996,0.0,0.0,0.07509,0.07689,0.022869999999999998,0.0,Hippocampus 
GTEX-144GL-0011-R3a-SM-5P9HP,0.0,1.756,0.0,0.02425,0.0,0.05001,0.06702999999999999,0.09152,0.010209999999999999,0.030330000000000003,Anterior cingulate cortex (BA24) 
GTEX-144GL-0011-R4a-SM-5PNUI,0.0,1.169,0.0,0.0,0.021580000000000002,0.0,0.2239,0.08598,0.012790000000000001,0.0,Amygdala 
GTEX-144GL-0011-R5b-SM-5PNUJ,0.0,1.3459999999999999,0.0,0.0,0.0,0.03669,0.06557,0.1007,0.014980000000000002,0.0178,Caudate (basal ganglia) 
GTEX-144GL-0011-R6a-SM-5P9HW,0.0,2.55,0.0,0.0,0.0,0.14400000000000002,0.1608,0.03294,0.0147,0.01747,Nucleus accumbens (basal ganglia) 
GTEX-144GL-0011-R7b-SM-5P9HX,0.01596,1.6840000000000002,0.0,0.0,0.0,0.06572,0.02936,0.03007,0.01342,0.031889999999999995,Putamen (basal ganglia) 
GTEX-144GL-0011-R8a-SM-5Q5B1,0.0,0.4432,0.0,0.0,0.0,0.03687,0.0659,0.06748,0.0,0.0,Hypothalamus 
GTEX-144GL-2926-SM-5O99F,0.0,6.218,0.0,0.102,0.0,0.052570000000000006,0.1409,0.0,0.0,0.051019999999999996,Cerebellum 
GTEX-144GL-3026-SM-5Q5CW,0.01594,2.262,0.0,0.0,0.0,0.0,0.02932,0.0,0.0,0.00796,Cortex 
GTEX-144GO-0011-R1a-SM-5PNWO,0.0,0.5322,0.0,0.0,0.06442,0.06232000000000001,0.1392,0.0,0.0,0.0,Hippocampus 
GTEX-144GO-0011-R5a-SM-5PNUR,0.0,1.14,0.0,0.0,0.02435,0.035339999999999996,0.09473,0.06467,0.028860000000000004,0.1629,Caudate (basal ganglia) 
GTEX-144GO-0011-R6b-SM-5S2V7,0.0,1.685,0.0,0.0354,0.0,0.036489999999999995,0.09783,0.0,0.0,0.05313,Nucleus accumbens (basal ganglia) 
GTEX-144GO-0011-R7b-SM-5S2TT,0.0,0.7884,0.0,0.06975,0.01652,0.023969999999999998,0.2785,0.1974,0.01958,0.02908,Putamen (basal ganglia) 
GTEX-145LS-0011-R10a-SM-5PNUQ,0.046689999999999995,1.337,0.0,0.0,0.022080000000000002,0.0,0.057260000000000005,0.029310000000000003,0.026160000000000003,0.01555,Frontal Cortex (BA9) 
GTEX-145LS-0011-R1b-SM-5PNUP,0.0,2.173,0.0,0.0,0.0,0.04041,0.0,0.03698,0.033010000000000005,0.0,Hippocampus 
GTEX-145LS-0011-R2a-SM-5PNZI,0.0,3.0789999999999997,0.0,0.0,0.024130000000000002,0.035019999999999996,0.03129,0.03204,0.0286,0.01699,Substantia nigra 
GTEX-145LS-0011-R3a-SM-5S2VJ,0.02186,2.675,0.0,0.0,0.0,0.045,0.1206,0.1235,0.018369999999999997,0.03275,Anterior cingulate cortex (BA24) 
GTEX-145LS-0011-R4b-SM-5S2UT,0.0,2.5780000000000003,0.0,0.03468,0.024640000000000002,0.07151,0.03195,0.1963,0.0292,0.01735,Amygdala 
GTEX-145LS-0011-R5a-SM-5SI65,0.0,1.9040000000000001,0.0,0.0,0.02529,0.07341,0.0328,0.1008,0.0,0.08906,Caudate (basal ganglia) 
GTEX-145LS-0011-R6b-SM-5PNWL,0.0,1.725,0.0,0.05186,0.0,0.0,0.0,0.0,0.0,0.07783999999999999,Nucleus accumbens (basal ganglia) 
GTEX-145LS-0011-R7a-SM-5PNWM,0.0,1.875,0.0,0.0,0.0,0.08984,0.1606,0.08221,0.0,0.0109,Putamen (basal ganglia) 
GTEX-145LS-0011-R8b-SM-5PNXA,0.0,2.715,0.0,0.0,0.0,0.03765,0.0,0.06891,0.03075,0.06395,Hypothalamus 
GTEX-145LS-3026-SM-5O99S,0.0,6.007999999999999,0.0,0.08081,0.0,0.08331000000000001,0.1489,0.07622999999999999,0.03402,0.28300000000000003,Cerebellum 
GTEX-145LS-3126-SM-5Q5BY,0.0,2.798,0.0,0.042480000000000004,0.060360000000000004,0.0438,0.07827,0.08015,0.0,0.0,Cortex 
GTEX-145LU-0011-R10a-SM-5PNWJ,0.0,1.4240000000000002,0.0,0.03639,0.0517,0.0,0.1676,0.10300000000000001,0.015319999999999999,0.036410000000000005,Frontal Cortex (BA9) 
GTEX-145LU-0011-R11b-SM-5P9JX,0.0,4.888,0.0,0.0,0.0,0.0,0.04015,0.1233,0.0,0.0981,Cerebellar Hemisphere 
GTEX-145LU-0011-R1a-SM-5Q5CE,0.0,0.3684,0.0,0.08473,0.0,0.02912,0.1561,0.1332,0.0,0.0,Hippocampus 
GTEX-145LU-0011-R3a-SM-5P9K2,0.02521,1.5590000000000002,0.0,0.0,0.0,0.1038,0.023180000000000003,0.07121,0.03178,0.01888,Anterior cingulate cortex (BA24) 
GTEX-145LU-0011-R6a-SM-5S2V6,0.0,1.8319999999999999,0.0,0.0,0.0,0.07934,0.1063,0.0726,0.0486,0.0,Nucleus accumbens (basal ganglia) 
GTEX-145LU-0011-R8b-SM-5PNZG,0.01176,0.8883,0.0,0.0,0.0,0.02421,0.02164,0.06647,0.0,0.005875,Hypothalamus 
GTEX-145LU-0011-R9b-SM-5SI66,0.0,3.5839999999999996,0.0,0.0,0.0,0.05295,0.0,0.1454,0.04325,0.0257,Spinal cord (cervical c-1) 
GTEX-145LU-2626-SM-5LU9Z,0.0,8.73,0.0,0.07396,0.0,0.0,0.2044,0.1395,0.0,0.0,Cerebellum 
GTEX-145MF-2726-SM-5O995,0.0,2.06,0.0,0.0,0.02914,0.0,0.07558,0.1161,0.017269999999999997,0.030780000000000002,Cortex 
GTEX-145MF-2826-SM-7EPGU,0.0,4.789,0.0,0.0,0.0,0.06106,0.0,0.1117,0.0,0.02963,Cerebellum 
GTEX-145MG-0011-R10a-SM-5PNWG,0.007031999999999999,2.271,0.0,0.02808,0.0,0.02895,0.06467,0.09271,0.0,0.003512,Frontal Cortex (BA9) 
GTEX-145MG-0011-R3b-SM-5SI67,0.014730000000000002,2.3209999999999997,0.0,0.0,0.0,0.06065,0.0813,0.08325,0.0,0.007358,Anterior cingulate cortex (BA24) 
GTEX-145MG-0011-R5b-SM-5S2VU,0.013890000000000001,0.4702,0.0,0.055470000000000005,0.0,0.1144,0.1022,0.052329999999999995,0.0,0.0,Caudate (basal ganglia) 
GTEX-145MG-0011-R7b-SM-5P9JY,0.0,1.944,0.0,0.023469999999999998,0.0,0.0,0.06488,0.044289999999999996,0.009883,0.01174,Putamen (basal ganglia) 
GTEX-145MG-3026-SM-5RQJA,0.0,4.993,0.0,0.0,0.064,0.09287000000000001,0.0415,0.04249,0.0,0.0,Cortex 
GTEX-145MG-3126-SM-5Q5D3,0.0228,7.122999999999999,0.0,0.0,0.0,0.046919999999999996,0.04193,0.0,0.0,0.0,Cerebellum 
GTEX-145MH-0011-R10b-SM-5PNUK,0.0,2.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01141,Frontal Cortex (BA9) 
GTEX-145MH-0011-R11a-SM-5P9HQ,0.0,4.458,0.0,0.0,0.0,0.1678,0.07497999999999999,0.0,0.0,0.1323,Cerebellar Hemisphere 
GTEX-145MH-0011-R1b-SM-5PNWY,0.0,1.982,0.0,0.0,0.0,0.0,0.0785,0.134,0.0,0.007104999999999999,Hippocampus 
GTEX-145MH-0011-R3b-SM-5P9JQ,0.0,2.456,0.0,0.035539999999999995,0.0,0.1099,0.06548,0.03352,0.0,0.0,Anterior cingulate cortex (BA24) 
GTEX-145MH-0011-R5a-SM-5P9JT,0.0,2.029,0.0,0.028810000000000002,0.02047,0.0297,0.026539999999999998,0.0,0.0,0.01441,Caudate (basal ganglia) 
GTEX-145MH-0011-R6a-SM-5PNZ7,0.0,0.8733,0.0,0.06533,0.0,0.05051,0.06018,0.03081,0.01375,0.02043,Nucleus accumbens (basal ganglia) 
GTEX-145MH-0011-R7a-SM-5PNWH,0.0,1.442,0.0,0.1087,0.0,0.0,0.033389999999999996,0.06838999999999999,0.01526,0.009067,Putamen (basal ganglia) 
GTEX-145MH-0011-R8a-SM-5PNUL,0.0,1.95,0.0,0.04397,0.031239999999999997,0.04533,0.040510000000000004,0.08296,0.0,0.011000000000000001,Hypothalamus 
GTEX-145MH-2926-SM-5Q5D2,0.0,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cerebellum 
GTEX-145MH-3026-SM-5Q5DZ,0.0,2.8560000000000003,0.0,0.1068,0.0253,0.0,0.0328,0.1008,0.01499,0.008907,Cortex 
GTEX-145MI-0011-R10a-SM-5PNZD,0.0,1.831,0.0,0.0,0.02192,0.0318,0.1421,0.0582,0.0,0.02315,Frontal Cortex (BA9) 
GTEX-145MI-0011-R11a-SM-5P9JZ,0.01934,4.156000000000001,0.0,0.03862,0.05487,0.07962999999999999,0.03558,0.07287,0.01626,0.01932,Cerebellar Hemisphere 
GTEX-145MI-0011-R4b-SM-5PNZH,0.01208,0.9435,0.0,0.0,0.0,0.07458,0.06665,0.06824,0.01015,0.01206,Amygdala 
GTEX-145MI-0011-R6a-SM-5PNZA,0.0,0.9764,0.0,0.02538,0.0,0.052329999999999995,0.04676,0.02394,0.0,0.0,Nucleus accumbens (basal ganglia) 
GTEX-145MI-0011-R8b-SM-5PNZ9,0.01355,0.9524,0.0,0.02705,0.0,0.027880000000000002,0.09967000000000001,0.05103,0.056929999999999994,0.0,Hypothalamus 
GTEX-14753-0011-R10b-SM-5S2WE,0.0,1.589,0.0,0.0,0.0,0.0299,0.053439999999999994,0.027360000000000002,0.012209999999999999,0.014509999999999999,Frontal Cortex (BA9) 
GTEX-14753-0011-R5a-SM-5S2VW,0.0,0.3564,0.0,0.05205,0.0,0.0,0.1199,0.07365,0.02191,0.0,Caudate (basal ganglia) 
GTEX-14753-0011-R6b-SM-5S2UD,0.0191,0.2238,0.0,0.03814,0.01355,0.01966,0.12300000000000001,0.053970000000000004,0.008028,0.02385,Nucleus accumbens (basal ganglia) 
GTEX-14753-0011-R8b-SM-5S2U1,0.0,0.2916,0.0,0.122,0.02888,0.1048,0.07491,0.1342,0.008558,0.0,Hypothalamus 
GTEX-1477Z-0011-R10b-SM-5S2RF,0.02298,1.526,0.0,0.0,0.03259,0.0,0.1268,0.043269999999999996,0.01931,0.0,Frontal Cortex (BA9) 
GTEX-1477Z-0011-R3b-SM-5PNX9,0.01098,0.7723,0.0,0.0,0.015580000000000002,0.06783,0.08082,0.1448,0.009233,0.0,Anterior cingulate cortex (BA24) 
GTEX-1477Z-0011-R5b-SM-5PNUO,0.0,0.5429,0.0,0.0,0.0,0.028610000000000003,0.0,0.052360000000000004,0.0,0.034710000000000005,Caudate (basal ganglia) 
GTEX-1477Z-0011-R8b-SM-5S2RG,0.0,0.9333,0.0,0.0,0.0,0.0,0.02805,0.05745,0.025639999999999996,0.01523,Hypothalamus 
GTEX-147F4-0011-R10b-SM-5S2WC,0.0,2.287,0.0,0.0373,0.053,0.0,0.03437,0.1056,0.01571,0.01866,Frontal Cortex (BA9) 
GTEX-147F4-0011-R6b-SM-5S2UP,0.0,0.9038,0.0,0.0,0.0,0.08405,0.1001,0.1794,0.0,0.02719,Nucleus accumbens (basal ganglia) 
GTEX-147F4-0011-R8b-SM-5S2UN,0.01406,1.9040000000000001,0.0,0.0,0.0,0.028939999999999997,0.02586,0.02648,0.0,0.01405,Hypothalamus 
GTEX-147F4-3026-SM-5Q5BJ,0.0,6.2139999999999995,0.0,0.0,0.0,0.0,0.04904,0.0,0.02241,0.0,Cerebellum 
GTEX-147GR-0011-R10b-SM-5S2UM,0.01586,1.5490000000000002,0.0,0.0,0.0,0.1306,0.02918,0.05975,0.013330000000000002,0.06337000000000001,Frontal Cortex (BA9) 
GTEX-147GR-0011-R2b-SM-5S2RQ,0.04571,1.19,0.0,0.0,0.0,0.04705,0.0,0.0,0.019209999999999998,0.03425,Substantia nigra 
GTEX-147GR-0011-R4a-SM-5S2V2,0.0,0.593,0.0,0.0,0.0,0.0,0.0,0.07799,0.0116,0.01379,Amygdala 
GTEX-147GR-0011-R6b-SM-5S2RO,0.0,1.7519999999999998,0.0,0.158,0.0,0.0,0.0,0.04968,0.06652000000000001,0.0527,Nucleus accumbens (basal ganglia) 
GTEX-147GR-0011-R7a-SM-5S2RP,0.0,1.2690000000000001,0.0,0.0,0.058820000000000004,0.08536,0.07627,0.03905,0.01743,0.02071,Putamen (basal ganglia) 
GTEX-147GR-0011-R9a-SM-5S2UY,0.0,2.6660000000000004,0.0,0.1168,0.0,0.0,0.053810000000000004,0.1102,0.0,0.02922,Spinal cord (cervical c-1) 
GTEX-147GR-3026-SM-5S2ML,0.0,1.496,0.0,0.0,0.0,0.07391,0.03302,0.1353,0.015090000000000001,0.0,Cortex 
GTEX-147GR-3126-SM-5S2PM,0.0,4.521,0.0,0.060820000000000006,0.0,0.0627,0.056029999999999996,0.0,0.051210000000000006,0.1065,Cerebellum 
GTEX-148VJ-0011-R3b-SM-69LQJ,0.0,0.7095,0.0,0.0,0.0,0.02804,0.02506,0.025660000000000002,0.03435,0.02041,Anterior cingulate cortex (BA24) 
GTEX-148VJ-0011-R9b-SM-5SI77,0.0,2.668,0.0,0.04306,0.0,0.0,0.07934,0.040619999999999996,0.05438,0.01077,Spinal cord (cervical c-1) 
GTEX-14A5I-2826-SM-5SIBF,0.0,4.217,0.0,0.042539999999999994,0.0,0.0,0.1176,0.0,0.0,0.0,Cerebellum 
GTEX-14A5I-2926-SM-5Q5CQ,0.0,2.286,0.0,0.0381,0.0,0.0,0.1053,0.03594,0.016040000000000002,0.028589999999999997,Cortex 
GTEX-14ABY-0011-R11a-SM-5SI7C,0.0,13.22,0.0,0.06275,0.0,0.0,0.0,0.0,0.02642,0.031389999999999994,Cerebellar Hemisphere 
GTEX-14ABY-0011-R1a-SM-6EU2W,0.034589999999999996,2.905,0.0,0.0,0.0,0.0356,0.031810000000000005,0.03258,0.0,0.01728,Hippocampus 
GTEX-14ABY-0011-R4b-SM-5S2VN,0.0,4.137,0.0,0.034480000000000004,0.0245,0.03555,0.1271,0.0,0.02903,0.008625,Amygdala 
GTEX-14ABY-0011-R5b-SM-5SI7B,0.0,2.923,0.0,0.04075,0.05791,0.0,0.0,0.0,0.034319999999999996,0.0,Caudate (basal ganglia) 
GTEX-14ABY-0011-R6a-SM-5PNWR,0.0,3.2460000000000004,0.0,0.04444,0.03157,0.0,0.0,0.0,0.0,0.01112,Nucleus accumbens (basal ganglia) 
GTEX-14ABY-0011-R7b-SM-5PNWS,0.0,4.838,0.4999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Putamen (basal ganglia) 
GTEX-14ABY-0011-R9a-SM-5PNZK,0.0,6.349,0.0,0.0,0.0,0.0369,0.03298,0.0,0.0,0.01791,Spinal cord (cervical c-1) 
GTEX-14ABY-3026-SM-664NE,0.0716,8.235,0.0,0.04765,0.03385,0.0,0.0439,0.04495,0.0,0.08344,Cerebellum 
GTEX-14ASI-0011-R10b-SM-5S2VZ,0.04988,9.644,0.0,0.0498,0.0,0.0,0.045880000000000004,0.1879,0.02096,0.012459999999999999,Frontal Cortex (BA9) 
GTEX-14ASI-0011-R11b-SM-6AJBJ,0.0,18.77,0.0,0.0,0.0,0.05935,0.0,0.0,0.1696,0.0432,Cerebellar Hemisphere 
GTEX-14ASI-0011-R1b-SM-5S2TY,0.0,6.2860000000000005,0.0,0.0381,0.0,0.03928,0.1755,0.0,0.1283,0.0,Hippocampus 
GTEX-14ASI-0011-R2b-SM-5YY9H,0.0,4.688,0.0,0.030330000000000003,0.0,0.03127,0.027939999999999996,0.0,0.038310000000000004,0.0,Substantia nigra 
GTEX-14ASI-0011-R4a-SM-69LQ4,0.0,3.753,0.0,0.03162,0.0,0.06521,0.05827,0.0895,0.039939999999999996,0.007911,Amygdala 
GTEX-14ASI-0011-R5b-SM-6EU2M,0.0,3.165,0.0,0.05847,0.0,0.1206,0.05387,0.08274,0.0,0.02194,Caudate (basal ganglia) 
GTEX-14ASI-0011-R6a-SM-5S2UZ,0.0,4.272,0.0,0.07361000000000001,0.0,0.03795,0.1695,0.03472,0.030989999999999997,0.03683,Nucleus accumbens (basal ganglia) 
GTEX-14ASI-0011-R7b-SM-5YY9G,0.01511,5.292000000000001,0.3842,0.09051000000000001,0.02143,0.0311,0.1668,0.0,0.0381,0.030189999999999998,Putamen (basal ganglia) 
GTEX-14ASI-0011-R8b-SM-5S2UB,0.08932999999999999,5.676,0.0,0.07134,0.02534,0.03677,0.1314,0.0673,0.015019999999999999,0.05354,Hypothalamus 
GTEX-14ASI-2926-SM-5Q5DG,0.029189999999999997,17.33,0.0,0.0,0.0,0.0,0.0,0.054979999999999994,0.0,0.0,Cerebellum 
GTEX-14ASI-3026-SM-5S2PN,0.0,9.576,0.0,0.0,0.0,0.0,0.04849,0.0,0.1108,0.0,Cortex 
GTEX-14BIL-0011-R10a-SM-5SI75,0.0,3.446,0.0,0.08523,0.03027,0.043930000000000004,0.2748,0.1206,0.01794,0.0,Frontal Cortex (BA9) 
GTEX-14BIL-0011-R8b-SM-69LQK,0.0,1.896,0.0,0.06188,0.02198,0.0,0.0285,0.029189999999999997,0.013030000000000002,0.05417,Hypothalamus 
GTEX-14BIL-0011-R9a-SM-5SI7A,0.0,5.053,0.0,0.05915,0.0,0.122,0.0,0.0,0.0,0.1036,Spinal cord (cervical c-1) 
GTEX-14BIL-3026-SM-7EWD4,0.0,2.6319999999999997,0.0,0.0,0.0,0.0,0.0,0.07253,0.01618,0.0,Cortex 
GTEX-14BIM-0011-R11b-SM-5S2RN,0.0,12.21,0.0,0.0,0.0,0.08937,0.07986,0.08177000000000001,0.07299,0.02168,Cerebellar Hemisphere 
GTEX-14BIM-0011-R1a-SM-69LQI,0.0,1.652,0.0,0.02696,0.01915,0.0,0.04967,0.05086,0.01135,0.0,Hippocampus 
GTEX-14BIM-0011-R2b-SM-69LQ6,0.0,1.5119999999999998,0.0,0.0,0.0,0.03321,0.02967,0.060770000000000005,0.02712,0.01611,Substantia nigra 
GTEX-14BIM-0011-R3b-SM-5S2RL,0.06617999999999999,5.989,0.0,0.06607,0.0,0.0,0.0,0.06232000000000001,0.02781,0.03305,Anterior cingulate cortex (BA24) 
GTEX-14BIM-0011-R4b-SM-5S2RK,0.0,3.01,0.0,0.0,0.0,0.04759,0.04253,0.0,0.0,0.046189999999999995,Amygdala 
GTEX-14BIM-0011-R5b-SM-5S2RM,0.08721,6.018,0.7392,0.058039999999999994,0.0,0.1197,0.053470000000000004,0.1643,0.0,0.08711,Caudate (basal ganglia) 
GTEX-14BIM-0011-R6b-SM-5S2VB,0.0,2.434,0.0,0.03588,0.025490000000000002,0.111,0.03306,0.03385,0.0,0.0359,Nucleus accumbens (basal ganglia) 
GTEX-14BIM-0011-R9a-SM-6LLJL,0.06823,4.382,0.0,0.2724,0.032260000000000004,0.1872,0.3347,0.2142,0.019119999999999998,0.022719999999999997,Spinal cord (cervical c-1) 
GTEX-14BIM-3026-SM-7EWCY,0.0,5.313,0.0,0.0,0.0,0.0,0.0,0.06005,0.0,0.06369,Cortex 
GTEX-14BIM-3126-SM-5Q5C7,0.05268,11.52,0.0,0.0,0.0,0.0,0.1938,0.04961,0.02214,0.026310000000000004,Cerebellum 
GTEX-14BIN-0011-R10a-SM-5S2UA,0.0,1.723,0.0,0.0,0.0,0.03321,0.05935,0.09117,0.02712,0.03223,Frontal Cortex (BA9) 
GTEX-14BIN-0011-R11a-SM-5SI79,0.026010000000000002,4.978,0.0,0.1039,0.0,0.1071,0.0,0.0,0.0,0.0,Cerebellar Hemisphere 
GTEX-14BIN-0011-R2a-SM-5S2RJ,0.0,0.7842,0.0,0.03644,0.025889999999999996,0.0,0.033569999999999996,0.0,0.0,0.01823,Substantia nigra 
GTEX-14BIN-0011-R3b-SM-6AJBL,0.0,1.9469999999999998,0.0,0.0,0.0,0.0,0.0362,0.0,0.0,0.0,Anterior cingulate cortex (BA24) 
GTEX-14BIN-0011-R5b-SM-5SI78,0.016309999999999998,1.656,0.0,0.0,0.0,0.033569999999999996,0.06,0.030719999999999997,0.0,0.01629,Caudate (basal ganglia) 
GTEX-14BIN-0011-R6a-SM-5S2RH,0.0,1.365,0.0,0.024919999999999998,0.0,0.0,0.022959999999999998,0.07052,0.010490000000000001,0.006233,Nucleus accumbens (basal ganglia) 
GTEX-14BIN-0011-R7b-SM-5S2RI,0.0,1.0759999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Putamen (basal ganglia) 
GTEX-14BIN-0011-R9a-SM-5SI76,0.0,3.332,0.0,0.0,0.0,0.1339,0.07977999999999999,0.0,0.0,0.06498,Spinal cord (cervical c-1) 
