sample,DDX11L1_expression,tissue_type
GTEX-1HB9E-0011-R7b-SM-A9G1Q,0.01911,Putamen (basal ganglia) 
GTEX-1HB9E-0011-R8b-SM-A9G1O,0,Hypothalamus 
GTEX-1HB9E-2926-SM-D4P3S,0,Cortex 
GTEX-1HB9E-3126-SM-AHZ4M,0,Cerebellum 
GTEX-1HBPH-0011-R10a-SM-CE6SI,0.01884,Frontal Cortex (BA9) 
GTEX-1HBPH-0011-R3a-SM-A96RY,0.0348,Anterior cingulate cortex (BA24) 
GTEX-1HBPH-0011-R4a-SM-A96RX,0,Amygdala 
GTEX-1HBPH-0011-R5b-SM-A9G1R,0.01378,Caudate (basal ganglia) 
GTEX-1HBPH-0011-R6a-SM-CKZOV,0,Nucleus accumbens (basal ganglia) 
GTEX-1HBPH-0011-R8b-SM-CL556,0,Hypothalamus 
GTEX-1HBPH-0011-R9a-SM-CMKH3,0.02814,Spinal cord (cervical c-1) 
GTEX-1HBPH-3026-SM-9WPNY,0,Cerebellum 
GTEX-1HBPH-3126-SM-9WYUV,0.02985,Cortex 
GTEX-1HBPI-0011-R10a-SM-A96RZ,0,Frontal Cortex (BA9) 
GTEX-1HBPI-0011-R11b-SM-CE6SH,0.07595,Cerebellar Hemisphere 
GTEX-1HBPI-0011-R1b-SM-A9SKF,0,Hippocampus 
GTEX-1HBPI-0011-R4a-SM-CJI3K,0.03076,Amygdala 
GTEX-1HBPI-0011-R5a-SM-CKZOW,0,Caudate (basal ganglia) 
GTEX-1HBPI-0011-R6b-SM-A9G1T,0.01466,Nucleus accumbens (basal ganglia) 
GTEX-1HBPI-0011-R8a-SM-A9G1S,0,Hypothalamus 
GTEX-1HBPI-0011-R9b-SM-ARL76,0,Spinal cord (cervical c-1) 
GTEX-1HBPI-2726-SM-9WPPF,0.05633,Cerebellum 
GTEX-1HBPI-2826-SM-ARZNO,0.02794,Cortex 
GTEX-1HBPM-0011-R10a-SM-CJI3Q,0,Frontal Cortex (BA9) 
GTEX-1HBPM-0011-R6b-SM-ARU73,0,Nucleus accumbens (basal ganglia) 
GTEX-1HBPM-0011-R9b-SM-ARL7C,0,Spinal cord (cervical c-1) 
GTEX-1HBPM-2926-SM-CL54E,0,Cortex 
GTEX-1HCU6-0011-R10a-SM-CKZP8,0.01381,Frontal Cortex (BA9) 
GTEX-1HCU6-0011-R11b-SM-AHZ2F,0.01491,Cerebellar Hemisphere 
GTEX-1HCU6-0011-R3a-SM-ARU75,0,Anterior cingulate cortex (BA24) 
GTEX-1HCU6-0011-R4b-SM-ARU74,0,Amygdala 
GTEX-1HCU6-0011-R5a-SM-ARU76,0,Caudate (basal ganglia) 
GTEX-1HCU6-0011-R7b-SM-ARL77,0.1205,Putamen (basal ganglia) 
GTEX-1HCU6-0011-R8a-SM-CJI3R,0,Hypothalamus 
GTEX-1HCU6-3126-SM-CL54L,0,Cortex 
GTEX-1HCVE-0011-R10a-SM-ARZLT,0,Frontal Cortex (BA9) 
GTEX-1HCVE-0011-R5b-SM-CKZP7,0,Caudate (basal ganglia) 
GTEX-1HCVE-0011-R7b-SM-A9G1I,0,Putamen (basal ganglia) 
GTEX-1HCVE-0011-R8a-SM-ARU7A,0,Hypothalamus 
GTEX-1HCVE-2926-SM-9WPPJ,0,Cerebellum 
GTEX-1HCVE-3026-SM-CL54G,0,Cortex 
GTEX-1HFI6-0011-R10b-SM-ARZLO,0,Frontal Cortex (BA9) 
GTEX-1HFI6-0011-R11b-SM-A96RU,0,Cerebellar Hemisphere 
GTEX-1HFI6-0011-R2a-SM-CMKH5,0,Substantia nigra 
GTEX-1HFI6-0011-R3b-SM-A9SKB,0,Anterior cingulate cortex (BA24) 
GTEX-1HFI6-0011-R4b-SM-A96RT,0,Amygdala 
GTEX-1HFI6-0011-R5a-SM-A9G1J,0.01557,Caudate (basal ganglia) 
GTEX-1HFI6-0011-R6b-SM-CM2SR,0.07196,Nucleus accumbens (basal ganglia) 
GTEX-1HFI6-0011-R7b-SM-CM2SS,0.01315,Putamen (basal ganglia) 
GTEX-1HFI6-0011-R8a-SM-ARZLP,0,Hypothalamus 
GTEX-1HFI6-0011-R9b-SM-CMKH4,0,Spinal cord (cervical c-1) 
GTEX-1HFI6-3026-SM-CNPPJ,0,Cortex 
GTEX-1HGF4-0011-R10b-SM-CE6S5,0.01637,Frontal Cortex (BA9) 
GTEX-1HGF4-0011-R11a-SM-C1YRR,0.0799,Cerebellar Hemisphere 
GTEX-1HGF4-0011-R1a-SM-CJI3S,0.01388,Hippocampus 
GTEX-1HGF4-0011-R3b-SM-CL54W,0,Anterior cingulate cortex (BA24) 
GTEX-1HGF4-0011-R5b-SM-CM2ST,0,Caudate (basal ganglia) 
GTEX-1HGF4-0011-R6a-SM-A96S1,0,Nucleus accumbens (basal ganglia) 
GTEX-1HGF4-0011-R7a-SM-A96S2,0,Putamen (basal ganglia) 
GTEX-1HGF4-0011-R8b-SM-CKZP9,0.01425,Hypothalamus 
GTEX-1HGF4-0011-R9a-SM-ADEH9,0,Spinal cord (cervical c-1) 
GTEX-1HGF4-3126-SM-CL54M,0,Cortex 
GTEX-1HR98-0011-R1a-SM-ARZLQ,0,Hippocampus 
GTEX-1HR98-0011-R2a-SM-ARL7A,0,Substantia nigra 
GTEX-1HR98-0011-R3b-SM-A9G1U,0.01436,Anterior cingulate cortex (BA24) 
GTEX-1HR98-0011-R5a-SM-A9G1V,0.02378,Caudate (basal ganglia) 
GTEX-1HR98-0011-R9b-SM-ARL79,0,Spinal cord (cervical c-1) 
GTEX-1HR98-3026-SM-CNPPK,0.0432,Cortex 
GTEX-1HR9M-0011-R10a-SM-CM2SU,0.01179,Frontal Cortex (BA9) 
GTEX-1HR9M-0011-R5a-SM-ARU72,0.01216,Caudate (basal ganglia) 
GTEX-1HR9M-0011-R6a-SM-ARU6Z,0.01594,Nucleus accumbens (basal ganglia) 
GTEX-1HSKV-0011-R10b-SM-CMKH6,0,Frontal Cortex (BA9) 
GTEX-1HSKV-0011-R11b-SM-AHZ2E,0.1361,Cerebellar Hemisphere 
GTEX-1HSKV-0011-R1b-SM-CMKH7,0,Hippocampus 
GTEX-1HSKV-0011-R5b-SM-ARZLN,0,Caudate (basal ganglia) 
GTEX-1HSKV-0011-R8a-SM-CL54X,0.01714,Hypothalamus 
GTEX-1HSKV-2926-SM-B2LWJ,0,Cerebellum 
GTEX-1HSKV-3026-SM-A96SL,0,Cortex 
GTEX-1HSMO-0011-R10a-SM-CL54Y,0.01131,Frontal Cortex (BA9) 
GTEX-1HSMO-0011-R1a-SM-CM2SV,0,Hippocampus 
GTEX-1HSMO-0011-R2a-SM-CL553,0.02698,Substantia nigra 
GTEX-1HSMO-0011-R9b-SM-CM2T2,0,Spinal cord (cervical c-1) 
GTEX-1HSMO-2926-SM-C1YR5,0.02174,Cerebellum 
GTEX-1HSMO-3026-SM-A9G3F,0,Cortex 
GTEX-1HT8W-0011-R1b-SM-CJI3V,0,Hippocampus 
GTEX-1HT8W-0011-R2a-SM-CMKH9,0,Substantia nigra 
GTEX-1HT8W-0011-R5b-SM-CJI3P,0,Caudate (basal ganglia) 
GTEX-1HT8W-0011-R6a-SM-CM2SY,0,Nucleus accumbens (basal ganglia) 
GTEX-1HT8W-0011-R7b-SM-CMKH8,0,Putamen (basal ganglia) 
GTEX-1HT8W-0011-R8b-SM-CM2SX,0,Hypothalamus 
GTEX-1HT8W-3026-SM-CGQEO,0,Cortex 
GTEX-1HUB1-0011-R11b-SM-CE6SC,0,Cerebellar Hemisphere 
GTEX-1HUB1-0011-R3b-SM-CKZOX,0.01317,Anterior cingulate cortex (BA24) 
GTEX-1HUB1-0011-R5a-SM-CKZOY,0,Caudate (basal ganglia) 
GTEX-1HUB1-0011-R6b-SM-ARU6W,0,Nucleus accumbens (basal ganglia) 
GTEX-1HUB1-2926-SM-ACKXA,0.01402,Cortex 
GTEX-1I19N-0011-R11b-SM-ARU6Y,0,Cerebellar Hemisphere 
GTEX-1I19N-0011-R5b-SM-ARU6X,0,Caudate (basal ganglia) 
GTEX-1I19N-0011-R6b-SM-CY8GC,0,Nucleus accumbens (basal ganglia) 
GTEX-1I19N-0011-R9a-SM-CMKHN,0.03833,Spinal cord (cervical c-1) 
GTEX-1I19N-3026-SM-CL55E,0,Cortex 
GTEX-1I1CD-0011-R10b-SM-CJI3W,0,Frontal Cortex (BA9) 
GTEX-1I1CD-0011-R2a-SM-CM2T3,0.01423,Substantia nigra 
GTEX-1I1CD-0011-R6b-SM-CJI3Y,0,Nucleus accumbens (basal ganglia) 
GTEX-1I1CD-0011-R7a-SM-CMKHA,0.02832,Putamen (basal ganglia) 
GTEX-1I1CD-0011-R8b-SM-CJI3X,0,Hypothalamus 
GTEX-1I1CD-0011-R9a-SM-CMKHB,0,Spinal cord (cervical c-1) 
GTEX-1I1CD-2926-SM-A96SJ,0.07082,Cerebellum 
GTEX-1I1CD-3026-SM-B2LY2,0,Cortex 
GTEX-1I1GQ-0011-R11b-SM-CKZPA,0.01702,Cerebellar Hemisphere 
GTEX-1I1GQ-0011-R1a-SM-CY8GG,0.01299,Hippocampus 
GTEX-1I1GQ-0011-R5a-SM-CMKHJ,0.02139,Caudate (basal ganglia) 
GTEX-1I1GQ-0011-R6b-SM-CE6SE,0,Nucleus accumbens (basal ganglia) 
GTEX-1I1GQ-0011-R7a-SM-CJI41,0.0109,Putamen (basal ganglia) 
GTEX-1I1GQ-0011-R8a-SM-C1YRS,0,Hypothalamus 
GTEX-1I1GQ-3026-SM-CL55K,0.01377,Cortex 
GTEX-1I1GR-0011-R11a-SM-CM2T5,0,Cerebellar Hemisphere 
GTEX-1I1GR-0011-R3a-SM-CM2T4,0,Anterior cingulate cortex (BA24) 
GTEX-1I1GR-0011-R4a-SM-CMKHC,0.04527,Amygdala 
GTEX-1I1GR-0011-R5a-SM-CMKHD,0,Caudate (basal ganglia) 
GTEX-1I1GR-0011-R6a-SM-CMKHI,0,Nucleus accumbens (basal ganglia) 
GTEX-1I1GR-2926-SM-CNNQG,0,Cortex 
GTEX-1I1GS-0011-R11a-SM-C1YRU,0,Cerebellar Hemisphere 
GTEX-1I1GS-0011-R1a-SM-CJI43,0.02077,Hippocampus 
GTEX-1I1GS-0011-R2b-SM-CMKHG,0,Substantia nigra 
GTEX-1I1GS-0011-R3b-SM-CYPS7,0,Anterior cingulate cortex (BA24) 
GTEX-1I1GS-0011-R5a-SM-CKZPC,0.01644,Caudate (basal ganglia) 
GTEX-1I1GS-0011-R6b-SM-CMKHE,0.01281,Nucleus accumbens (basal ganglia) 
GTEX-1I1GS-0011-R7a-SM-CM2T6,0,Putamen (basal ganglia) 
GTEX-1I1GS-0011-R8b-SM-CKZPE,0,Hypothalamus 
GTEX-1I1GS-0011-R9b-SM-CMKHF,0.02296,Spinal cord (cervical c-1) 
GTEX-1I1GV-0011-R10a-SM-CE6S6,0,Frontal Cortex (BA9) 
GTEX-1I1GV-0011-R11a-SM-CJI3Z,0.03288,Cerebellar Hemisphere 
GTEX-1I1GV-0011-R1a-SM-CL559,0,Hippocampus 
GTEX-1I1GV-0011-R2a-SM-ARZLF,0,Substantia nigra 
GTEX-1I1GV-0011-R3a-SM-CL557,0,Anterior cingulate cortex (BA24) 
GTEX-1I1GV-0011-R5b-SM-CKZPD,0,Caudate (basal ganglia) 
GTEX-1I1GV-0011-R6b-SM-ARU6Q,0.01909,Nucleus accumbens (basal ganglia) 
GTEX-1I1GV-0011-R7a-SM-ARU6R,0,Putamen (basal ganglia) 
GTEX-1I1GV-0011-R9b-SM-ARZLE,0,Spinal cord (cervical c-1) 
GTEX-1I1GV-3026-SM-CNNR9,0.03185,Cerebellum 
GTEX-1I1GV-3126-SM-A96SF,0,Cortex 
GTEX-1I1HK-0011-R10b-SM-CJI3M,0.02712,Frontal Cortex (BA9) 
GTEX-1I1HK-0011-R11a-SM-B2LVN,0.0216,Cerebellar Hemisphere 
GTEX-1I1HK-0011-R1b-SM-CM2T7,0.01571,Hippocampus 
GTEX-1I1HK-0011-R5b-SM-ARU6S,0,Caudate (basal ganglia) 
GTEX-1I1HK-0011-R6b-SM-CM2T9,0.02445,Nucleus accumbens (basal ganglia) 
GTEX-1I1HK-0011-R8b-SM-E8VN9,0,Hypothalamus 
GTEX-1I1HK-0011-R9a-SM-CMKHK,0,Spinal cord (cervical c-1) 
GTEX-1I1HK-2726-SM-AHZ2M,0.02259,Cerebellum 
GTEX-1I1HK-2826-SM-CKZPL,0,Cortex 
GTEX-1ICLZ-0011-R10a-SM-A9SM2,0,Frontal Cortex (BA9) 
GTEX-1ICLZ-0011-R11a-SM-CJI3N,0,Cerebellar Hemisphere 
GTEX-1ICLZ-0011-R1b-SM-A9SM3,0,Hippocampus 
GTEX-1ICLZ-0011-R4a-SM-CMKHL,0,Amygdala 
GTEX-1ICLZ-0011-R6b-SM-A9G3A,0,Nucleus accumbens (basal ganglia) 
GTEX-1ICLZ-0011-R7a-SM-ARZLU,0,Putamen (basal ganglia) 
GTEX-1ICLZ-0011-R8b-SM-ACKX4,0,Hypothalamus 
GTEX-1ICLZ-0011-R9a-SM-ARL7E,0,Spinal cord (cervical c-1) 
GTEX-1ICLZ-2826-SM-CL53U,0,Cortex 
GTEX-1IDFM-2826-SM-ACKWJ,0,Cortex 
GTEX-1IDJH-0011-R10a-SM-ARZLK,0.02692,Frontal Cortex (BA9) 
GTEX-1IDJH-0011-R11b-SM-C1YRT,0,Cerebellar Hemisphere 
GTEX-1IDJH-0011-R1b-SM-ARU6U,0,Hippocampus 
GTEX-1IDJH-0011-R3a-SM-CJI42,0,Anterior cingulate cortex (BA24) 
GTEX-1IDJH-0011-R5a-SM-CE6SR,0,Caudate (basal ganglia) 
GTEX-1IDJH-0011-R6a-SM-A9SLZ,0.01966,Nucleus accumbens (basal ganglia) 
GTEX-1IDJH-0011-R7a-SM-A9SM1,0.02171,Putamen (basal ganglia) 
GTEX-1IDJH-0011-R8b-SM-ARZLL,0,Hypothalamus 
GTEX-1IDJH-0011-R9a-SM-ADEIN,0.01895,Spinal cord (cervical c-1) 
GTEX-1IDJH-3026-SM-CL53B,0,Cortex 
GTEX-1IDJH-3126-SM-C1YQS,0,Cerebellum 
GTEX-1IGQW-0011-R11a-SM-C1YRV,0,Cerebellar Hemisphere 
GTEX-1IGQW-0011-R2b-SM-D4P26,0,Substantia nigra 
GTEX-1IGQW-0011-R5b-SM-CJI44,0.01129,Caudate (basal ganglia) 
GTEX-1IGQW-0011-R6a-SM-CM2TC,0.01856,Nucleus accumbens (basal ganglia) 
GTEX-1IGQW-0011-R9b-SM-D4P25,0,Spinal cord (cervical c-1) 
GTEX-1IKJJ-0011-R2b-SM-ARZLJ,0,Substantia nigra 
GTEX-1IKJJ-0011-R3b-SM-C1YRW,0.01528,Anterior cingulate cortex (BA24) 
GTEX-1IKJJ-0011-R5b-SM-CE6SL,0,Caudate (basal ganglia) 
GTEX-1IKJJ-0011-R7a-SM-ARZLH,0.02058,Putamen (basal ganglia) 
GTEX-1IKJJ-0011-R9a-SM-ARZLI,0,Spinal cord (cervical c-1) 
GTEX-1IKJJ-2926-SM-A9G2N,0,Cortex 
GTEX-1IKK5-0011-R10b-SM-CE6SP,0.04878,Frontal Cortex (BA9) 
GTEX-1IKK5-0011-R11a-SM-C1YRX,0,Cerebellar Hemisphere 
GTEX-1IKK5-0011-R1b-SM-CE6SQ,0.0118,Hippocampus 
GTEX-1IKK5-0011-R3b-SM-C1YRY,0.01335,Anterior cingulate cortex (BA24) 
GTEX-1IKK5-0011-R5b-SM-CL55B,0,Caudate (basal ganglia) 
GTEX-1IKK5-0011-R6b-SM-A9SLY,0,Nucleus accumbens (basal ganglia) 
GTEX-1IKK5-0011-R7b-SM-A9G39,0,Putamen (basal ganglia) 
GTEX-1IKK5-0011-R8b-SM-CJI45,0,Hypothalamus 
GTEX-1IKK5-2926-SM-ARU7Q,0,Cortex 
GTEX-1IKOH-0011-R11a-SM-AHZ38,0,Cerebellar Hemisphere 
GTEX-1IKOH-0011-R2a-SM-CMKHO,0,Substantia nigra 
GTEX-1IKOH-0011-R5a-SM-ARU8C,0,Caudate (basal ganglia) 
GTEX-1IKOH-0011-R6b-SM-A9G1W,0.01093,Nucleus accumbens (basal ganglia) 
GTEX-1IKOH-0011-R7b-SM-CKZPH,0.009574,Putamen (basal ganglia) 
GTEX-1IKOH-0011-R8a-SM-A9SKG,0.02944,Hypothalamus 
GTEX-1IKOH-2826-SM-CNNRC,0.013,Cerebellum 
GTEX-1IL2U-0011-R11a-SM-CE6SO,0,Cerebellar Hemisphere 
GTEX-1IL2U-0011-R2a-SM-ARU6V,0,Substantia nigra 
GTEX-1IL2U-0011-R5a-SM-CE6SN,0,Caudate (basal ganglia) 
GTEX-1IL2U-0011-R6a-SM-ARZLG,0,Nucleus accumbens (basal ganglia) 
GTEX-1IL2U-3026-SM-C1YSH,0.01688,Cortex 
GTEX-1IL2V-0011-R10a-SM-CL55A,0.01015,Frontal Cortex (BA9) 
GTEX-1IL2V-0011-R11a-SM-ARU6T,0,Cerebellar Hemisphere 
GTEX-1IL2V-0011-R5a-SM-ARL78,0.02229,Caudate (basal ganglia) 
GTEX-1IL2V-3026-SM-CYPSA,0.08973,Cerebellum 
GTEX-1IOXB-0011-R10a-SM-D3L8I,0,Frontal Cortex (BA9) 
GTEX-1IOXB-0011-R11a-SM-A9G1X,0.04204,Cerebellar Hemisphere 
GTEX-1IOXB-0011-R1a-SM-D4P27,0,Hippocampus 
GTEX-1IOXB-0011-R7b-SM-CE6SM,0.01472,Putamen (basal ganglia) 
GTEX-1IOXB-3126-SM-CKZO1,0,Cortex 
GTEX-1IY9M-0011-R11b-SM-A96TI,0,Cerebellar Hemisphere 
GTEX-1IY9M-0011-R1a-SM-EXURZ,0,Hippocampus 
GTEX-1IY9M-0011-R2a-SM-D4P29,0,Substantia nigra 
GTEX-1IY9M-0011-R4a-SM-C1YQ2,0,Amygdala 
GTEX-1IY9M-0011-R5a-SM-A9SLX,0,Caudate (basal ganglia) 
GTEX-1IY9M-0011-R6a-SM-D4P28,0,Nucleus accumbens (basal ganglia) 
GTEX-1IY9M-0011-R7a-SM-D4P49,0.009063,Putamen (basal ganglia) 
GTEX-1IY9M-0011-R8a-SM-EYYWW,0,Hypothalamus 
GTEX-1IY9M-0011-R9b-SM-D3L8J,0,Spinal cord (cervical c-1) 
GTEX-1IY9M-3026-SM-A9G37,0,Cortex 
GTEX-1IY9M-3126-SM-AHZ3A,0.02484,Cerebellum 
GTEX-1J1OQ-0011-R10a-SM-A9G1Y,0,Frontal Cortex (BA9) 
GTEX-1J1OQ-0011-R11a-SM-A96S3,0.02413,Cerebellar Hemisphere 
GTEX-1J1OQ-0011-R1a-SM-A9G1Z,0,Hippocampus 
GTEX-1J1OQ-0011-R2b-SM-ARU88,0,Substantia nigra 
GTEX-1J1OQ-0011-R3b-SM-D4P2B,0.01257,Anterior cingulate cortex (BA24) 
GTEX-1J1OQ-0011-R4a-SM-D4P2A,0.01134,Amygdala 
GTEX-1J1OQ-0011-R5a-SM-D3L8K,0,Caudate (basal ganglia) 
GTEX-1J1OQ-0011-R6a-SM-ARU86,0,Nucleus accumbens (basal ganglia) 
GTEX-1J1OQ-0011-R7b-SM-ARU87,0,Putamen (basal ganglia) 
GTEX-1J1OQ-0011-R8a-SM-ACKVE,0,Hypothalamus 
GTEX-1J1OQ-0011-R9b-SM-ARZMK,0,Spinal cord (cervical c-1) 
GTEX-1J1OQ-3126-SM-D4P2O,0.06077,Cerebellum 
GTEX-1J1OQ-3226-SM-A9G2Q,0,Cortex 
GTEX-1J8EW-0011-R11a-SM-AHZ37,0.0154,Cerebellar Hemisphere 
GTEX-1J8EW-0011-R3a-SM-ARU8A,0,Anterior cingulate cortex (BA24) 
GTEX-1J8EW-0011-R4b-SM-ARU89,0,Amygdala 
GTEX-1J8EW-0011-R5b-SM-ARU8B,0,Caudate (basal ganglia) 
GTEX-1J8EW-0011-R9b-SM-D4P2F,0,Spinal cord (cervical c-1) 
GTEX-1J8JJ-0011-R5a-SM-D4P2G,0.007426,Caudate (basal ganglia) 
GTEX-1J8JJ-0011-R9a-SM-ACKVF,0,Spinal cord (cervical c-1) 
GTEX-1J8Q2-0011-R10b-SM-D4P2C,0,Frontal Cortex (BA9) 
GTEX-1J8Q2-0011-R11a-SM-A9SKI,0.01347,Cerebellar Hemisphere 
GTEX-1J8Q2-0011-R1a-SM-D4P2D,0.02132,Hippocampus 
GTEX-1J8Q2-0011-R2b-SM-EAZ2X,0.03886,Substantia nigra 
GTEX-1J8Q2-0011-R3b-SM-ACKVG,0.01274,Anterior cingulate cortex (BA24) 
GTEX-1J8Q2-0011-R4a-SM-ADEHA,0.01423,Amygdala 
GTEX-1J8Q2-0011-R5b-SM-A9SKH,0,Caudate (basal ganglia) 
GTEX-1J8Q2-0011-R6a-SM-CKZPG,0,Nucleus accumbens (basal ganglia) 
GTEX-1J8Q2-0011-R7a-SM-CKZPF,0,Putamen (basal ganglia) 
GTEX-1J8Q2-0011-R8b-SM-D4P2E,0,Hypothalamus 
GTEX-1J8Q2-3026-SM-CKZN8,0,Cortex 
GTEX-1JJ6O-0011-R11b-SM-EXUS2,0.01922,Cerebellar Hemisphere 
GTEX-1JJ6O-0011-R7b-SM-EXUTB,0,Putamen (basal ganglia) 
GTEX-1JJ6O-0011-R9a-SM-EYYXP,0,Spinal cord (cervical c-1) 
GTEX-1JJ6O-3026-SM-C1YQH,0,Cerebellum 
GTEX-1JJ6O-3126-SM-CNNP8,0,Cortex 
GTEX-1JJE9-2926-SM-CY8HV,0.02551,Cortex 
GTEX-1JJE9-3026-SM-CNNPA,0.01817,Cerebellum 
GTEX-1JJEA-0011-R11a-SM-EXUTE,0,Cerebellar Hemisphere 
GTEX-1JJEA-0011-R3b-SM-EXUTD,0,Anterior cingulate cortex (BA24) 
GTEX-1JJEA-0011-R4a-SM-EXUTC,0,Amygdala 
GTEX-1JJEA-0011-R6a-SM-EXUS1,0,Nucleus accumbens (basal ganglia) 
GTEX-1JJEA-2826-SM-ARU8R,0,Cortex 
GTEX-1JJEA-2926-SM-C1YSK,0,Cerebellum 
GTEX-1JMLX-0011-R6b-SM-EXUT9,0,Nucleus accumbens (basal ganglia) 
GTEX-1JMLX-0011-R9a-SM-EYYXM,0,Spinal cord (cervical c-1) 
GTEX-1JMLX-2926-SM-CL54C,0,Cortex 
GTEX-1JMLX-3026-SM-EV79Q,0.02096,Cerebellum 
GTEX-1JMOU-0011-R11b-SM-EXUTA,0,Cerebellar Hemisphere 
GTEX-1JMOU-0011-R3a-SM-EYYXN,0.03775,Anterior cingulate cortex (BA24) 
GTEX-1JMOU-2726-SM-CY8IO,0,Cortex 
GTEX-1JMOU-2826-SM-EV79R,0,Cerebellum 
GTEX-1JMPZ-0011-R3a-SM-EYYWX,0,Anterior cingulate cortex (BA24) 
GTEX-1JMPZ-0011-R5b-SM-EYYWY,0,Caudate (basal ganglia) 
GTEX-1JMPZ-2726-SM-ARZNF,0,Cortex 
GTEX-1JMPZ-2826-SM-C1YRA,0.02879,Cerebellum 
GTEX-1JMQJ-0011-R11a-SM-EXOJY,0,Cerebellar Hemisphere 
GTEX-1JMQJ-0011-R4b-SM-EXUT8,0,Amygdala 
GTEX-1JMQJ-0011-R5a-SM-EYYXO,0,Caudate (basal ganglia) 
GTEX-1JMQJ-3126-SM-EV79G,0,Cerebellum 
GTEX-1JMQK-0011-R2a-SM-EYYXQ,0,Substantia nigra 
GTEX-1JMQK-0011-R7b-SM-EXUTF,0,Putamen (basal ganglia) 
GTEX-1JMQK-2926-SM-D4P2T,0,Cerebellum 
GTEX-1JMQK-3026-SM-ARL95,0,Cortex 
GTEX-1JMQL-2826-SM-ARU91,0,Cortex 
GTEX-1JN1M-0011-R9a-SM-EZ6MR,0,Spinal cord (cervical c-1) 
GTEX-1JN1M-3126-SM-AHZ4E,0,Cerebellum 
GTEX-1JN6P-0011-R4a-SM-EZ6MS,0.01011,Amygdala 
GTEX-1KANB-0011-R9b-SM-EZ6MO,0,Spinal cord (cervical c-1) 
GTEX-1KANB-3226-SM-D4P3G,0,Cerebellum 
GTEX-1KD4Q-0011-R11b-SM-EXOIE,0.01917,Cerebellar Hemisphere 
GTEX-1KD4Q-0011-R3b-SM-EXOID,0,Anterior cingulate cortex (BA24) 
GTEX-1KD4Q-2926-SM-D3L9N,0,Cortex 
GTEX-1KD4Q-3026-SM-EV7A7,0.01776,Cerebellum 
GTEX-1KWVE-2226-SM-CXZKN,0.02427,Cerebellum 
GTEX-1KWVE-2326-SM-D4P3N,0.0119,Cortex 
GTEX-1LB8K-0011-R1b-SM-EZ6MV,0.01452,Hippocampus 
GTEX-1LB8K-0011-R2a-SM-EZ6MQ,0,Substantia nigra 
GTEX-1LB8K-0011-R6a-SM-EXURT,0,Nucleus accumbens (basal ganglia) 
GTEX-1LB8K-0011-R9a-SM-EZ6MP,0.01553,Spinal cord (cervical c-1) 
GTEX-1LC47-0011-R10b-SM-EYYWE,0,Frontal Cortex (BA9) 
GTEX-1LC47-0011-R6b-SM-EZ6MI,0,Nucleus accumbens (basal ganglia) 
GTEX-1LC47-2926-SM-CXZKC,0,Cortex 
GTEX-1LG7Y-0011-R11a-SM-EXOIH,0.09122,Cerebellar Hemisphere 
GTEX-1LG7Y-0011-R1a-SM-EYYWV,0.01438,Hippocampus 
GTEX-1LG7Y-0011-R5a-SM-EZ6MU,0.0118,Caudate (basal ganglia) 
GTEX-1LG7Y-3026-SM-D5OVI,0,Cortex 
GTEX-1LG7Y-3126-SM-EV7AS,0.0218,Cerebellum 
GTEX-1LH75-0011-R2b-SM-EYYWQ,0,Substantia nigra 
GTEX-1LH75-0011-R6a-SM-EXURS,0,Nucleus accumbens (basal ganglia) 
GTEX-1LH75-0011-R7a-SM-EXOIF,0,Putamen (basal ganglia) 
GTEX-1LKK1-0011-R11a-SM-EXOIG,0,Cerebellar Hemisphere 
GTEX-1LKK1-3126-SM-EWRNY,0.08149,Cortex 
GTEX-1LSNL-0011-R2a-SM-EZ6MK,0.02595,Substantia nigra 
GTEX-1LSNL-0011-R7a-SM-EYYWI,0,Putamen (basal ganglia) 
GTEX-1LSNL-0011-R9b-SM-EYYWK,0.02793,Spinal cord (cervical c-1) 
GTEX-1LSVX-0011-R11b-SM-EXOIA,0,Cerebellar Hemisphere 
GTEX-1LSVX-0011-R4b-SM-EXURP,0,Amygdala 
GTEX-1LSVX-2826-SM-EVR58,0.01519,Cerebellum 
GTEX-1LVA9-0011-R2a-SM-EZ6MJ,0.01331,Substantia nigra 
GTEX-1LVA9-0011-R6a-SM-EYYWH,0,Nucleus accumbens (basal ganglia) 
GTEX-1LVA9-0011-R7a-SM-EYYWG,0,Putamen (basal ganglia) 
GTEX-1LVA9-0011-R9a-SM-EYYWF,0.01975,Spinal cord (cervical c-1) 
GTEX-1LVAO-0011-R11b-SM-EXOI8,0,Cerebellar Hemisphere 
GTEX-1LVAO-0011-R2a-SM-EYYX1,0,Substantia nigra 
GTEX-1LVAO-0011-R3a-SM-EXOI7,0.01203,Anterior cingulate cortex (BA24) 
GTEX-1LVAO-0011-R4a-SM-EXURO,0,Amygdala 
GTEX-1LVAO-0011-R6b-SM-EZ6MX,0,Nucleus accumbens (basal ganglia) 
GTEX-1LVAO-0011-R7a-SM-EYYWZ,0.01425,Putamen (basal ganglia) 
GTEX-1LVAO-0011-R9a-SM-EZ6MY,0,Spinal cord (cervical c-1) 
GTEX-1M4P7-0011-R11b-SM-EXOIK,0,Cerebellar Hemisphere 
GTEX-1M4P7-2726-SM-E9TJQ,0.01471,Cortex 
GTEX-1MA7X-0011-R2b-SM-EZ6MT,0.01114,Substantia nigra 
